#Uploaded_variation	Location	Allele	Consequence	IMPACT	SYMBOL	Gene	Feature_type	Feature	BIOTYPE	EXON	INTRON	HGVSc	HGVSp	cDNA_position	CDS_position	Protein_position	Amino_acids	Codons	Existing_variation	DISTANCE	STRAND	SYMBOL_SOURCE	HGNC_ID	REFSEQ_MATCH	GMAF	AFR_MAF	AMR_MAF	ASN_MAF	EAS_MAF	EUR_MAF	SAS_MAF	AA_MAF	EA_MAF	CLIN_SIG	SOMATIC	PHENO	PUBMED	MOTIF_NAME	MOTIF_POS	HIGH_INF_POS	MOTIF_SCORE_CHANGE
rs201781416	16:50757228-50757228	-	missense_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs201781416	-	-	-	-	-	G:0.0002	G:0	G:0	-	G:0	G:0.001	G:0	G:0	G:0.0001	-	-	-	-	-	-	-	-
rs527892258	16:50757261-50757261	-	missense_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs527892258	-	-	-	-	-	G:0.0002	G:0	G:0	-	G:0	G:0	G:0.001	-	-	-	-	-	-	-	-	-	-
rs5743291	16:50757276-50757276	-	missense_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs5743291,CM074384	-	-	-	-	-	A:0.0333	A:0.0023	A:0.0634	-	A:0	A:0.1054	A:0.0143	A:0.0162	A:0.096	not_provided	-	-	19843337,22957492,23085276,19450885,21745515,11385576,21625457,22151743,22192168	-	-	-	-
rs555038655	16:50757452-50757452	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs555038655	-	-	-	-	-	A:0.0010	A:0	A:0	-	A:0	A:0	A:0.0051	-	-	-	-	-	-	-	-	-	-
rs374741507	16:50757483-50757483	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs374741507	-	-	-	-	-	A:0.0004	A:0	A:0	-	A:0.001	A:0	A:0.001	-	-	-	-	-	-	-	-	-	-
rs190982294	16:50757484-50757484	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs190982294	-	-	-	-	-	T:0.0002	T:0	T:0.0014	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs569736346	16:50757485-50757485	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs569736346	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0	C:0.001	C:0	-	-	-	-	-	-	-	-	-	-
rs529215561	16:50757539-50757539	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs529215561	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0	T:0.001	T:0	-	-	-	-	-	-	-	-	-	-
rs142226455	16:50757542-50757542	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs142226455	-	-	-	-	-	A:0.0038	A:0.0113	A:0.0058	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs567966305	16:50757545-50757545	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs567966305	-	-	-	-	-	G:0.0002	G:0	G:0	-	G:0	G:0.001	G:0	-	-	-	-	-	-	-	-	-	-
rs76721226	16:50757645-50757645	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs76721226	-	-	-	-	-	A:0.0026	A:0	A:0.0014	-	A:0.0119	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs553921112	16:50757680-50757680	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs553921112	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0	C:0.001	C:0	-	-	-	-	-	-	-	-	-	-
rs116525091	16:50757880-50757880	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs116525091	-	-	-	-	-	C:0.0146	C:0.0545	C:0.0014	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs539496212	16:50757978-50757978	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs539496212	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0	C:0	C:0.001	-	-	-	-	-	-	-	-	-	-
rs139092983	16:50758061-50758061	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs139092983	-	-	-	-	-	C:0.0002	C:0.0008	C:0	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs576119705	16:50758085-50758085	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs576119705	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0	T:0	T:0.001	-	-	-	-	-	-	-	-	-	-
rs535395885	16:50758097-50758097	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs535395885	-	-	-	-	-	T:0.0004	T:0.0015	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs373051386	16:50758141-50758141	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs373051386	-	-	-	-	-	G:0.0002	G:0	G:0	-	G:0.001	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs183183447	16:50758152-50758152	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs183183447	-	-	-	-	-	G:0.0012	G:0	G:0.0058	-	G:0	G:0.002	G:0	-	-	-	-	-	-	-	-	-	-
rs187513655	16:50758173-50758173	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs187513655	-	-	-	-	-	A:0.0006	A:0	A:0	-	A:0.003	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs191797196	16:50758174-50758174	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs191797196	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0.001	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs377094779	16:50758248-50758248	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs377094779	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0.001	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs187929610	16:50758369-50758369	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs187929610	-	-	-	-	-	A:0.0006	A:0	A:0	-	A:0	A:0.003	A:0	-	-	-	-	-	-	-	-	-	-
rs563401813	16:50758375-50758375	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs563401813	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0	T:0.001	T:0	-	-	-	-	-	-	-	-	-	-
rs529252348	16:50758444-50758444	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs529252348	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0.001	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs548962405	16:50758503-50758503	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs548962405	-	-	-	-	-	G:0.0004	G:0.0015	G:0	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs115438848	16:50758504-50758504	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs115438848	-	-	-	-	-	C:0.0132	C:0.0461	C:0.0072	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs527566007	16:50758550-50758550	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs527566007	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0	A:0	A:0.001	-	-	-	-	-	-	-	-	-	-
rs192210471	16:50758618-50758618	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs192210471	-	-	-	-	-	C:0.0002	C:0	C:0.0014	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs114368954	16:50758669-50758669	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs114368954	-	-	-	-	-	A:0.0066	A:0.0227	A:0.0043	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs539220473	16:50758702-50758702	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs539220473	-	-	-	-	-	G:0.0002	G:0	G:0.0014	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs149879666	16:50758715-50758715	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs149879666	-	-	-	-	-	T:0.0008	T:0	T:0	-	T:0.004	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs11642651	16:50758768-50758768	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs11642651	-	-	-	-	-	T:0.0010	T:0	T:0	-	T:0	T:0.005	T:0	-	-	-	-	-	-	-	-	-	-
rs535486828	16:50758773-50758773	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs535486828	-	-	-	-	-	T:0.0002	T:0.0008	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs555387842	16:50758788-50758788	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs555387842	-	-	-	-	-	A:0.0014	A:0	A:0.0058	-	A:0.002	A:0	A:0.001	-	-	-	-	-	-	-	-	-	-
rs1861756	16:50758838-50758838	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs1861756	-	-	-	-	-	T:0.0224	C:0.9932	C:0.9625	-	C:1	C:0.9414	C:0.9816	-	-	-	-	-	12019468	-	-	-	-
rs535349675	16:50758842-50758842	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs535349675	-	-	-	-	-	G:0.0002	G:0	G:0.0014	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs749910	16:50758849-50758849	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs749910	-	-	-	-	-	A:0.0958	A:0.034	A:0.1369	-	A:0.0089	A:0.2256	A:0.1063	-	-	-	-	-	12019468	-	-	-	-
rs578130490	16:50758897-50758897	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs578130490	-	-	-	-	-	G:0.0006	G:0	G:0	-	G:0	G:0	G:0.0031	-	-	-	-	-	-	-	-	-	-
rs543604701	16:50759006-50759006	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs543604701	-	-	-	-	-	T:0.0002	T:0	T:0.0014	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs563486787	16:50759011-50759011	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs563486787	-	-	-	-	-	C:0.0032	C:0	C:0	-	C:0	C:0	C:0.0164	-	-	-	-	-	-	-	-	-	-
rs573785274	16:50759053-50759053	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs573785274	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0	A:0	A:0.001	-	-	-	-	-	-	-	-	-	-
rs542645441	16:50759114-50759114	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs542645441	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0	C:0	C:0.001	-	-	-	-	-	-	-	-	-	-
rs184374878	16:50759141-50759141	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs184374878	-	-	-	-	-	G:0.0004	G:0.0015	G:0	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs528445431	16:50759264-50759264	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs528445431	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0.001	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs547681952	16:50759265-50759265	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs547681952	-	-	-	-	-	A:0.0002	A:0.0008	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs138198313	16:50759267-50759268	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs138198313	-	-	-	-	-	-:0.2344	-:0.1657	-:0.2925	-	-:0.1419	-:0.4254	-:0.1851	-	-	-	-	-	-	-	-	-	-
rs4990643	16:50759269-50759269	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs4990643	-	-	-	-	-	A:0.2344	A:0.1657	A:0.2925	-	A:0.1419	A:0.4254	A:0.1851	-	-	-	-	-	-	-	-	-	-
rs189453919	16:50759414-50759414	-	missense_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs189453919	-	-	-	-	-	G:0.0008	G:0	G:0.0058	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs200463498	16:50759438-50759438	-	missense_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs200463498	-	-	-	-	-	T:0.0004	T:0.0015	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs1077861	16:50759547-50759547	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs1077861	-	-	-	-	-	T:0.3349	T:0.2141	T:0.4323	-	T:0.1498	T:0.6521	T:0.2935	-	-	-	-	-	12019468,12577202,16008671,21943069,22089028	-	-	-	-
rs535521542	16:50759574-50759574	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs535521542	-	-	-	-	-	T:0.0002	T:0.0008	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs549072291	16:50759706-50759706	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs549072291	-	-	-	-	-	A:0.0002	A:0.0008	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs5743292	16:50759731-50759731	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs5743292	-	-	-	-	-	A:0.0106	A:0.0023	A:0.0187	-	A:0	A:0.0358	A:0.001	-	-	-	-	-	-	-	-	-	-
rs534280838	16:50759742-50759742	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs534280838	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0.001	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs558430175	16:50759860-50759860	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs558430175	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0	A:0	A:0.001	-	-	-	-	-	-	-	-	-	-
rs192451626	16:50759909-50759909	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs192451626	-	-	-	-	-	T:0.0012	T:0.0045	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs537691338	16:50759976-50759976	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs537691338	-	-	-	-	-	T:0.0002	T:0.0008	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs9921146	16:50759980-50759980	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs9921146	-	-	-	-	-	C:0.4477	C:0.5915	C:0.464	-	C:0.1845	C:0.6571	C:0.2975	-	-	-	-	-	-	-	-	-	-
rs368474657	16:50759983-50759983	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs368474657	-	-	-	-	-	C:0.0002	C:0	C:0	-	C:0.001	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs114894126	16:50760011-50760011	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs114894126	-	-	-	-	-	A:0.0144	A:0.0537	A:0.0014	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs77343505	16:50760038-50760038	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs77343505	-	-	-	-	-	T:0.0108	T:0	T:0.0144	-	T:0	T:0.0358	T:0.0082	-	-	-	-	-	-	-	-	-	-
rs573195454	16:50760114-50760114	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs573195454	-	-	-	-	-	G:0.0002	G:0	G:0	-	G:0	G:0.001	G:0	-	-	-	-	-	-	-	-	-	-
rs117317173	16:50760119-50760119	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs117317173	-	-	-	-	-	T:0.0012	T:0	T:0	-	T:0.006	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs564448593	16:50760150-50760150	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs564448593	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0	A:0	A:0.001	-	-	-	-	-	-	-	-	-	-
esv3638609	16:50760171-50760171	insertion	intron_variant,feature_elongation	MODIFIER	NOD2	64127	Transcript	NM_022162.1	protein_coding	-	10/11/15	-	-	-	-	-	-	-	-	-	1	-	-	rseq_mrna_match,rseq_ens_match_cds	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
esv3638609	16:50760171-50760171	insertion	intron_variant,feature_elongation	MODIFIER	NOD2	64127	Transcript	XM_005256084.1	protein_coding	-	10/11/15	-	-	-	-	-	-	-	-	-	1	-	-	rseq_mrna_match,rseq_ens_no_match	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
rs74017785	16:50760263-50760263	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs74017785	-	-	-	-	-	A:0.0315	A:0.1142	A:0.0086	-	A:0	A:0	A:0.001	-	-	-	-	-	-	-	-	-	-
rs184492197	16:50760271-50760271	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs184492197	-	-	-	-	-	A:0.0014	A:0	A:0.0043	-	A:0	A:0.004	A:0	-	-	-	-	-	-	-	-	-	-
rs563495879	16:50760329-50760329	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs563495879	-	-	-	-	-	C:0.0006	C:0.0023	C:0	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs148642485	16:50760336-50760336	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs148642485	-	-	-	-	-	T:0.0004	T:0	T:0	-	T:0.002	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs114013302	16:50760364-50760364	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs114013302	-	-	-	-	-	T:0.0082	T:0.031	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs565591605	16:50760386-50760386	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs565591605	-	-	-	-	-	A:0.0002	A:0.0008	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs74017786	16:50760403-50760403	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs74017786	-	-	-	-	-	T:0.0315	T:0.1142	T:0.0086	-	T:0	T:0	T:0.001	-	-	-	-	-	-	-	-	-	-
rs551079863	16:50760437-50760437	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs551079863	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0	A:0	A:0.001	-	-	-	-	-	-	-	-	-	-
rs142152232	16:50760445-50760445	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs142152232	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0.001	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs188746777	16:50760466-50760466	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs188746777	-	-	-	-	-	T:0.0014	T:0.0008	T:0.0043	-	T:0	T:0.003	T:0	-	-	-	-	-	-	-	-	-	-
rs11645386	16:50760531-50760531	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs11645386	-	-	-	-	-	T:0.0010	T:0	T:0	-	T:0	T:0.005	T:0	-	-	-	-	-	-	-	-	-	-
rs567533059	16:50760578-50760578	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs567533059	-	-	-	-	-	T:0.0004	T:0.0008	T:0.0014	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs574233927	16:50760623-50760626	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs574233927	-	-	-	-	-	-:0.0006	-:0	-:0	-	-:0.003	-:0	-:0	-	-	-	-	-	-	-	-	-	-
rs186204675	16:50760662-50760662	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs186204675	-	-	-	-	-	A:0.0004	A:0.0015	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs115688894	16:50760688-50760688	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs115688894	-	-	-	-	-	C:0.0130	C:0.0454	C:0.0072	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs573250098	16:50760754-50760754	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs573250098	-	-	-	-	-	T:0.0002	T:0.0008	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs545421603	16:50760780-50760780	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs545421603	-	-	-	-	-	C:0.0004	C:0.0015	C:0	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs558658486	16:50760823-50760823	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs558658486	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0.001	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs147818479	16:50760827-50760827	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs147818479	-	-	-	-	-	A:0.0076	A:0	A:0	-	A:0.0377	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs7187857	16:50760838-50760838	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs7187857	-	-	-	-	-	G:0.4467	G:0.59	G:0.4611	-	G:0.1835	G:0.6571	G:0.2975	-	-	-	-	-	-	-	-	-	-
rs563536154	16:50760892-50760892	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs563536154	-	-	-	-	-	C:0.0002	C:0.0008	C:0	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs529103209	16:50760907-50760907	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs529103209	-	-	-	-	-	T:0.0004	T:0	T:0	-	T:0	T:0.002	T:0	-	-	-	-	-	-	-	-	-	-
rs367632486	16:50760908-50760908	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs367632486	-	-	-	-	-	A:0.0014	A:0	A:0	-	A:0	A:0	A:0.0072	-	-	-	-	-	-	-	-	-	-
rs374953330	16:50760911-50760911	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs374953330	-	-	-	-	-	T:0.0012	T:0.0045	T:0	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs528158669	16:50760940-50760940	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs528158669	-	-	-	-	-	C:0.0002	C:0	C:0.0014	-	C:0	C:0	C:0	-	-	-	-	-	-	-	-	-	-
rs551382598	16:50760948-50760948	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs551382598	-	-	-	-	-	G:0.0002	G:0.0008	G:0	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs189769053	16:50761017-50761017	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs189769053	-	-	-	-	-	A:0.0002	A:0.0008	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs141370282	16:50761088-50761088	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs141370282	-	-	-	-	-	T:0.0491	T:0.0393	T:0.013	-	T:0.0615	T:0.006	T:0.1196	-	-	-	-	-	-	-	-	-	-
rs550869683	16:50761249-50761249	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs550869683	-	-	-	-	-	A:0.0002	A:0	A:0	-	A:0.001	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs567619030	16:50761262-50761262	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs567619030	-	-	-	-	-	A:0.0002	A:0	A:0.0014	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs145294952	16:50761301-50761301	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs145294952	-	-	-	-	-	G:0.0002	G:0.0008	G:0	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs557114179	16:50761309-50761309	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs557114179	-	-	-	-	-	A:0.0004	A:0	A:0	-	A:0	A:0.002	A:0	-	-	-	-	-	-	-	-	-	-
rs566984833	16:50761418-50761418	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs566984833	-	-	-	-	-	G:0.0004	G:0	G:0	-	G:0.002	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs8061960	16:50761434-50761434	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs8061960	-	-	-	-	-	T:0.2356	T:0.1657	T:0.2954	-	T:0.1419	T:0.4274	T:0.1871	-	-	-	-	-	-	-	-	-	-
rs558974934	16:50761443-50761443	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs558974934	-	-	-	-	-	G:0.0002	G:0.0008	G:0	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs578242082	16:50761467-50761467	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs578242082	-	-	-	-	-	CATCCTCC:0.0006	CATCCTCC:0	CATCCTCC:0.0029	-	CATCCTCC:0	CATCCTCC:0.001	CATCCTCC:0	-	-	-	-	-	-	-	-	-	-
rs181025534	16:50761527-50761527	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs181025534	-	-	-	-	-	A:0.0002	A:0.0008	A:0	-	A:0	A:0	A:0	-	-	-	-	-	-	-	-	-	-
rs73575772	16:50761570-50761570	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs73575772	-	-	-	-	-	A:0.0483	A:0.1475	A:0.0115	-	A:0.0327	A:0.003	A:0.0031	-	-	-	-	-	-	-	-	-	-
rs557338840	16:50761629-50761629	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs557338840	-	-	-	-	-	T:0.0002	T:0	T:0	-	T:0	T:0	T:0.001	-	-	-	-	-	-	-	-	-	-
rs115809446	16:50761640-50761640	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs115809446	-	-	-	-	-	T:0.0144	T:0.0537	T:0.0014	-	T:0	T:0	T:0	-	-	-	-	-	-	-	-	-	-
rs542876379	16:50761663-50761663	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs542876379	-	-	-	-	-	G:0.0004	G:0	G:0.0029	-	G:0	G:0	G:0	-	-	-	-	-	-	-	-	-	-
rs72796365	16:50761666-50761666	-	intron_variant	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	rs72796365	-	-	-	-	-	T:0.0058	T:0	T:0.0014	-	T:0.001	T:0.0229	T:0.0041	-	-	-	-	-	-	-	-	-	-
